Date,Open,High,Low,Close,Adj Close,Volume
2022-04-06,2328.500000,2348.199951,2308.300049,2316.399902,2316.399902,3871056600
2022-04-07,2329.100098,2350.800049,2329.100098,2345.199951,2345.199951,3552944200
2022-04-08,2361.199951,2395.000000,2361.000000,2393.399902,2393.399902,4827395300
2022-04-11,2402.199951,2450.199951,2400.899902,2449.100098,2449.100098,6381746100
2022-04-12,2449.300049,2474.699951,2421.500000,2463.800049,2463.800049,6202961500
2022-04-13,2482.699951,2497.800049,2435.100098,2460.399902,2460.399902,5347242700
2022-04-14,2480.899902,2485.300049,2461.500000,2475.399902,2475.399902,4931704300
2022-04-15,2475.199951,2497.399902,2471.699951,2494.399902,2494.399902,3444523700
2022-04-18,2502.699951,2515.399902,2490.600098,2510.300049,2510.300049,4574913600
2022-04-19,2524.000000,2533.300049,2491.000000,2519.199951,2519.199951,5163027000
2022-04-20,2525.899902,2536.500000,2502.399902,2525.899902,2525.899902,4118388000
2022-04-21,2531.699951,2562.300049,2531.199951,2556.800049,2556.800049,4768751800
2022-04-22,2550.100098,2561.000000,2465.500000,2472.500000,2472.500000,4807992100
2022-04-25,2471.300049,2498.800049,2427.600098,2482.600098,2482.600098,4142991500
2022-04-26,2498.100098,2510.300049,2402.300049,2418.300049,2418.300049,4188031800
2022-04-27,2422.899902,2453.899902,2398.899902,2451.399902,2451.399902,3498374600
2022-04-28,2460.300049,2477.899902,2427.899902,2428.399902,2428.399902,3187487100
2022-04-29,2433.300049,2442.800049,2404.699951,2430.600098,2430.600098,2974407500
2022-05-05,2460.800049,2491.600098,2460.100098,2466.300049,2466.300049,3101306800
2022-05-06,2460.899902,2470.600098,2433.300049,2458.699951,2458.699951,2943399300
2022-05-09,2461.899902,2480.600098,2441.600098,2465.699951,2465.699951,3003128600
2022-05-10,2478.500000,2494.600098,2478.500000,2490.199951,2490.199951,3126942600
2022-05-11,2498.199951,2500.899902,2428.800049,2453.899902,2453.899902,3155532400
2022-05-12,2429.000000,2430.100098,2361.800049,2391.000000,2391.000000,3505163200
2022-05-13,2416.000000,2426.899902,2397.300049,2419.199951,2419.199951,2485823900
2022-05-16,2419.100098,2424.500000,2390.800049,2390.800049,2390.800049,2773491600
2022-05-17,2401.199951,2416.800049,2380.100098,2394.800049,2394.800049,2865110400
2022-05-18,2390.800049,2411.600098,2382.100098,2393.600098,2393.600098,2909913400
2022-05-20,2389.800049,2407.300049,2372.399902,2372.399902,2372.399902,3083541800
2022-05-23,2392.300049,2397.899902,2346.100098,2380.899902,2380.899902,3533172700
2022-05-24,2392.100098,2399.300049,2372.800049,2375.000000,2375.000000,2748134500
2022-05-25,2386.699951,2423.800049,2383.899902,2418.100098,2418.100098,2926991700
2022-05-26,2422.800049,2455.699951,2421.199951,2450.800049,2450.800049,3022204200
2022-05-27,2454.399902,2470.000000,2434.199951,2438.800049,2438.800049,3414820900
2022-05-30,2466.899902,2539.100098,2466.699951,2527.199951,2527.199951,3649923900
2022-05-31,2538.899902,2553.500000,2527.699951,2547.100098,2547.100098,4558931000
2022-06-01,2554.300049,2585.800049,2554.300049,2568.800049,2568.800049,3524793100
2022-06-02,2578.699951,2603.300049,2565.100098,2601.600098,2601.600098,3270128600
2022-06-03,2611.199951,2623.199951,2591.500000,2601.300049,2601.300049,2947918200
2022-06-06,2619.800049,2654.399902,2619.800049,2648.100098,2648.100098,4270946400
2022-06-07,2651.199951,2656.199951,2619.500000,2648.199951,2648.199951,3767018100
2022-06-08,2658.600098,2684.800049,2532.699951,2540.399902,2540.399902,3906278400
2022-06-09,2546.300049,2575.300049,2511.399902,2571.600098,2571.600098,3329038000
2022-06-10,2553.500000,2597.899902,2527.600098,2543.100098,2543.100098,3325290000
2022-06-13,2540.300049,2552.199951,2506.000000,2510.100098,2510.100098,2672736000
2022-06-14,2526.699951,2533.399902,2489.800049,2508.899902,2508.899902,2474740900
2022-06-15,2514.100098,2533.800049,2501.800049,2531.100098,2531.100098,2613312700
2022-06-16,2535.800049,2544.100098,2469.199951,2485.399902,2485.399902,2792619400
2022-06-17,2491.500000,2533.300049,2485.800049,2533.300049,2533.300049,2651804000
2022-06-20,2549.000000,2555.100098,2511.300049,2539.199951,2539.199951,2620212300
2022-06-21,2557.100098,2582.199951,2550.800049,2575.899902,2575.899902,2721684000
2022-06-22,2572.199951,2586.899902,2552.100098,2574.300049,2574.300049,2424694900
2022-06-23,2576.100098,2588.699951,2533.899902,2543.199951,2543.199951,2624314200
2022-06-24,2554.800049,2570.600098,2525.199951,2554.100098,2554.100098,2511887500
2022-06-27,2539.199951,2548.699951,2483.000000,2529.300049,2529.300049,2184404000
2022-06-28,2545.399902,2561.100098,2471.500000,2490.199951,2490.199951,2781960000
2022-06-29,2492.600098,2494.300049,2402.000000,2402.000000,2402.000000,2696174500
2022-06-30,2400.800049,2427.600098,2367.800049,2405.399902,2405.399902,2941576100
2022-07-01,2408.600098,2452.800049,2399.500000,2443.800049,2443.800049,2054072300
2022-07-04,2458.699951,2475.500000,2405.600098,2406.000000,2406.000000,2180474200
2022-07-05,2417.800049,2426.500000,2359.100098,2371.300049,2371.300049,2531245300
2022-07-06,2389.100098,2411.100098,2370.100098,2408.199951,2408.199951,2262972700
2022-07-07,2412.399902,2428.600098,2403.500000,2425.600098,2425.600098,1827890200
2022-07-08,2425.500000,2439.800049,2422.800049,2434.000000,2434.000000,609358100
2022-07-13,2435.500000,2441.000000,2387.899902,2408.100098,2408.100098,1915980100
2022-07-14,2407.300049,2421.199951,2375.000000,2382.399902,2382.399902,2251938700
2022-07-18,2401.899902,2451.300049,2401.899902,2451.300049,2451.300049,2153332200
2022-07-19,2449.399902,2502.000000,2448.000000,2502.000000,2502.000000,3003006300
2022-07-20,2514.199951,2527.500000,2499.100098,2525.199951,2525.199951,2648672100
2022-07-21,2528.500000,2535.899902,2505.199951,2511.399902,2511.399902,2872792000
2022-07-22,2524.500000,2542.699951,2497.800049,2516.600098,2516.600098,2913024600
2022-07-25,2520.800049,2553.100098,2520.800049,2548.500000,2548.500000,2931341800
2022-07-26,2558.199951,2565.600098,2535.300049,2537.100098,2537.100098,3519164000
2022-07-27,2550.899902,2553.800049,2531.699951,2544.100098,2544.100098,2739557300
2022-07-28,2567.199951,2574.399902,2537.199951,2543.300049,2543.300049,3160271500
2022-07-29,2548.000000,2593.600098,2538.500000,2592.399902,2592.399902,2731198300
2022-08-01,2600.300049,2656.800049,2600.300049,2656.300049,2656.300049,3034963600
2022-08-02,2662.000000,2681.399902,2639.100098,2647.600098,2647.600098,3543233000
2022-08-03,2664.800049,2684.500000,2664.800049,2684.500000,2684.500000,3469885100
2022-08-04,2701.100098,2733.500000,2701.100098,2723.699951,2723.699951,3982537300
2022-08-05,2729.899902,2763.000000,2707.199951,2750.500000,2750.500000,5415724300
2022-08-08,2759.399902,2802.800049,2759.399902,2795.100098,2795.100098,4664390900
2022-08-09,2795.399902,2807.199951,2762.300049,2785.199951,2785.199951,4149059200
2022-08-10,2779.699951,2829.600098,2764.399902,2829.600098,2829.600098,4691920200
2022-08-11,2846.800049,2877.600098,2834.600098,2868.399902,2868.399902,4844400500
2022-08-12,2871.800049,2896.699951,2841.000000,2864.300049,2864.300049,4547335700
2022-08-15,2875.399902,2885.300049,2844.600098,2857.199951,2857.199951,3581812800
2022-08-16,2862.199951,2913.300049,2773.100098,2913.300049,2913.300049,5573685100
2022-08-17,2928.699951,2983.199951,2919.800049,2980.000000,2980.000000,6197593400
2022-08-18,2979.100098,3033.800049,2924.800049,3020.000000,3020.000000,6983716300
2022-08-19,3025.199951,3051.800049,2999.500000,3020.199951,3020.199951,5087293100
2022-08-22,3017.800049,3083.300049,3010.699951,3062.500000,3062.500000,5529636900
2022-08-23,3070.199951,3131.600098,3070.199951,3121.500000,3121.500000,5847637200
2022-08-24,3133.199951,3148.800049,3056.800049,3060.300049,3060.300049,5583312800
2022-08-25,3076.100098,3145.899902,3074.800049,3136.800049,3136.800049,6171108100
2022-08-26,3149.399902,3188.100098,3104.899902,3146.100098,3146.100098,7918231300
2022-08-29,3145.199951,3174.000000,3110.600098,3165.000000,3165.000000,5179466500
2022-08-31,3178.300049,3199.000000,3160.000000,3171.199951,3171.199951,5650411500
2022-09-01,3168.399902,3183.000000,3125.500000,3142.699951,3142.699951,6456240300
2022-09-02,3166.500000,3228.899902,3159.800049,3222.699951,3222.699951,6328387400
2022-09-05,3247.899902,3367.300049,3247.899902,3358.399902,3358.399902,7199086300
2022-09-06,3381.699951,3448.899902,3298.600098,3391.399902,3391.399902,9055035100
2022-09-07,3401.800049,3424.399902,3338.100098,3402.800049,3402.800049,7007008800
2022-09-08,3428.300049,3505.699951,3420.000000,3437.399902,3437.399902,7521136300
2022-09-09,3465.100098,3545.899902,3452.199951,3521.399902,3521.399902,6467120100
2022-09-12,3557.699951,3650.100098,3543.899902,3649.199951,3649.199951,7363322300
2022-09-13,3684.199951,3715.300049,3426.899902,3426.899902,3426.899902,8391999700
2022-09-14,3419.100098,3447.000000,3277.399902,3447.000000,3447.000000,4599603300
2022-09-15,3456.399902,3494.399902,3355.199951,3363.100098,3363.100098,5313813100
2022-09-16,3349.600098,3398.600098,3317.500000,3377.300049,3377.300049,5524003000
2022-09-19,3383.000000,3393.699951,3199.500000,3199.500000,3199.500000,4208800900
2022-09-20,3221.100098,3280.399902,3149.699951,3277.500000,3277.500000,5632164100
2022-09-21,3269.500000,3295.699951,3225.000000,3245.800049,3245.800049,4475482600
2022-09-22,3247.300049,3320.000000,3237.000000,3295.300049,3295.300049,4658942200
2022-09-23,3303.500000,3330.399902,3275.600098,3281.600098,3281.600098,3465169500
2022-09-26,3282.600098,3310.000000,3222.199951,3260.199951,3260.199951,4074039500
2022-09-27,3270.500000,3319.100098,3256.500000,3265.600098,3265.600098,6151073800
2022-09-28,3258.000000,3283.899902,3198.199951,3198.199951,3198.199951,3757115200
2022-09-29,3218.899902,3240.800049,3048.699951,3146.899902,3146.899902,4524171700
2022-09-30,3151.300049,3180.100098,3129.699951,3180.000000,3180.000000,3497637300
2022-10-03,3195.800049,3392.100098,3195.800049,3392.100098,3392.100098,4434928300
2022-10-04,3435.600098,3480.899902,3400.399902,3458.000000,3458.000000,5259512100
2022-10-05,3486.699951,3508.500000,3425.399902,3484.399902,3484.399902,4626678400
2022-10-06,3519.899902,3565.500000,3507.800049,3553.899902,3553.899902,4330068800
2022-10-07,3563.899902,3589.199951,3546.100098,3567.600098,3567.600098,3741658300
2022-10-10,3574.100098,3601.899902,3564.800049,3582.000000,3582.000000,3453938700
2022-10-11,3590.300049,3606.000000,3563.199951,3571.600098,3571.600098,3952792800
2022-10-12,3576.800049,3591.399902,3510.899902,3517.800049,3517.800049,3562425800
2022-10-13,3529.800049,3577.800049,3521.600098,3553.399902,3553.399902,3366837700
2022-10-14,3584.899902,3640.600098,3584.899902,3627.000000,3627.000000,3475597600
2022-10-17,3641.399902,3854.100098,3641.399902,3847.600098,3847.600098,5872901000
2022-10-18,3877.899902,3927.199951,3805.500000,3841.600098,3841.600098,6345757900
2022-10-19,3851.399902,3916.899902,3844.500000,3880.300049,3880.300049,6032411700
2022-10-20,3889.800049,3942.500000,3877.800049,3900.899902,3900.899902,6564856700
2022-10-21,3905.300049,3952.199951,3888.399902,3934.600098,3934.600098,4590710500
2022-10-24,3946.100098,4008.800049,3939.699951,3977.500000,3977.500000,4155465300
2022-10-25,3983.399902,4011.100098,3928.199951,3975.000000,3975.000000,5490367800
2022-10-26,3989.699951,4015.600098,3958.800049,3976.399902,3976.399902,4121101000
2022-10-27,3978.000000,3990.100098,3906.300049,3934.500000,3934.500000,4149961700
2022-10-28,3929.500000,3929.800049,3877.600098,3879.000000,3879.000000,1623829100
2022-10-31,3884.600098,3982.300049,3880.899902,3979.000000,3979.000000,3727242300
2022-11-01,3987.399902,4100.200195,3987.399902,4054.699951,4054.699951,4480582500
2022-11-02,4059.199951,4098.600098,4040.100098,4071.899902,4071.899902,4348934400
2022-11-03,4078.199951,4116.500000,4055.899902,4105.500000,4105.500000,3875210400
2022-11-04,4131.100098,4233.600098,4131.100098,4217.000000,4217.000000,4863882700
2022-11-07,4230.100098,4338.899902,4230.100098,4331.700195,4331.700195,6205301000
2022-11-08,4336.399902,4412.200195,4297.500000,4360.299805,4360.299805,6696793100
2022-11-09,4369.700195,4426.600098,4333.000000,4361.000000,4361.000000,5651985600
2022-11-10,4367.799805,4498.299805,4364.200195,4467.100098,4467.100098,5621349600
2022-11-11,4541.399902,4552.399902,4428.399902,4455.500000,4455.500000,5428750600
2022-11-14,4451.899902,4571.200195,4449.799805,4570.200195,4570.200195,5476788500
2022-11-15,4632.200195,4686.600098,4534.700195,4657.000000,4657.000000,7228350200
2022-11-16,4702.299805,4784.000000,4650.500000,4668.500000,4668.500000,7850253200
2022-11-17,4686.500000,4686.500000,4446.600098,4507.200195,4507.200195,5821944300
2022-11-18,4465.600098,4555.600098,4456.600098,4526.700195,4526.700195,4802740600
2022-11-21,4503.100098,4570.299805,4463.500000,4570.299805,4570.299805,5158394700
2022-11-22,4566.799805,4780.700195,4566.799805,4780.700195,4780.700195,6382803400
2022-11-23,4803.899902,4864.799805,4727.799805,4854.200195,4854.200195,6513005600
2022-11-24,4880.500000,4939.700195,4794.200195,4858.200195,4858.200195,7264528500
2022-11-25,4857.100098,4891.399902,4807.600098,4874.299805,4874.299805,5819258800
2022-11-28,4906.399902,4970.399902,4854.299805,4923.200195,4923.200195,6204823300
2022-11-29,4942.799805,4988.200195,4817.299805,4962.500000,4962.500000,5434243800
2022-11-30,4925.500000,4988.700195,4922.899902,4977.600098,4977.600098,5479948500
2022-12-01,5046.299805,5091.700195,5001.700195,5046.200195,5046.200195,5540902800
2022-12-02,5054.500000,5054.500000,4912.799805,4963.000000,4963.000000,4834622100
2022-12-05,4993.700195,5010.600098,4883.700195,4957.799805,4957.799805,5491225600
2022-12-06,4946.600098,5032.600098,4910.299805,5000.100098,5000.100098,5371669700
2022-12-07,5002.000000,5014.600098,4773.399902,4827.000000,4827.000000,5447953400
2022-12-08,4823.299805,4859.299805,4711.399902,4855.899902,4855.899902,4738327300
2022-12-09,4875.200195,5015.200195,4871.299805,5005.299805,5005.299805,4459088100
2022-12-12,5057.500000,5222.600098,5057.500000,5193.299805,5193.299805,6912076100
2022-12-13,5212.600098,5299.299805,5179.799805,5256.200195,5256.200195,6523443000
2022-12-14,5274.899902,5302.100098,5041.700195,5066.500000,5066.500000,8355647600
2022-12-15,5174.399902,5247.799805,5050.399902,5188.799805,5188.799805,6520482200
2022-12-16,5211.799805,5259.000000,5154.600098,5214.299805,5214.299805,6291498000
2022-12-19,5270.600098,5404.000000,5267.700195,5391.899902,5391.899902,7195195300
2022-12-20,5408.799805,5445.899902,5344.299805,5419.000000,5419.000000,6991291700
2022-12-21,5449.299805,5491.100098,5412.700195,5429.100098,5429.100098,5943969000
2022-12-22,5462.200195,5515.700195,5398.399902,5447.200195,5447.200195,4755889800
2022-12-23,5415.399902,5457.200195,5370.799805,5454.799805,5454.799805,4070433500
2022-12-26,5516.899902,5549.399902,5480.500000,5504.100098,5504.100098,3819828400
2022-12-27,5512.899902,5513.600098,5428.500000,5434.500000,5434.500000,4017121300
2022-12-28,5443.799805,5450.299805,5258.500000,5345.600098,5345.600098,4132793700
2022-12-29,5347.700195,5476.899902,5331.799805,5476.899902,5476.899902,3544419500
2022-12-30,5510.799805,5563.000000,5489.200195,5509.200195,5509.200195,4321634100
